machine_id,machine_type,manufacturer,model_year,machine_age_years,warranty_status,operating_hours_per_day,load_percentage,vibration_level_mm_s,temperature_celsius,pressure_bar,rpm,power_consumption_kw,noise_level_db,days_since_last_maintenance,maintenance_count_last_year,last_maintenance_type,technician_skill_level,parts_replaced_count,lubrication_quality,alignment_status,ambient_temperature_c,humidity_percentage,dust_exposure_level,corrosion_level,oil_quality_index,bearing_temperature_c,current_amps,voltage_volts,torque_nm,startup_cycles_per_day,emergency_stops_count,overloads_count_last_month,failure_next_30days
MCH_00011477,Generator,GE,2018,6,Expired,16,75,0.28,84.9,7.39,1328,21.34,87,72,7,Corrective,Expert,2,Fair,Aligned,25.5,82,Low,Minor,55,50.1,52.26,453.2,244.22,1,2,0,No
MCH_00011478,Motor,ABB,2011,13,Expired,6,53,3.77,76.7,9.75,1549,161.47,64,90,6,Overhaul,Intermediate,4,Fair,Aligned,25.4,74,Low,None,54,44,52.56,445.7,205.21,4,2,0,Yes
MCH_00011479,Compressor,Siemens,2005,19,Expired,18,77,1.71,53.9,8.43,1675,74.6,85,46,6,Corrective,Intermediate,2,Fair,Aligned,32,39,High,None,63,51.3,81.22,443.5,215.99,4,1,2,No
MCH_00011480,Compressor,ABB,2012,12,Expired,20,47,0.18,92.6,4.35,2048,81.13,83,15,7,Preventive,Intermediate,2,Fair,Aligned,26.4,46,Low,None,65,50.5,57.45,458.6,266.09,4,0,2,No
MCH_00011481,Pump,GE,2015,9,Expired,15,71,1.39,57.1,8.37,1300,123.07,78,36,3,Preventive,Junior,3,Poor,Misaligned,12.6,51,High,None,100,52.3,32.4,447.8,186.79,4,0,0,No
MCH_00011482,Pump,Siemens,2021,3,Under Warranty,15,92,1.39,49.1,9.78,2162,16.41,67,19,4,Corrective,Junior,3,Fair,Aligned,28,46,Medium,Moderate,87,49.3,55.78,426.1,297.21,2,0,0,No
MCH_00011483,Motor,GE,2016,8,Expired,24,82,2.67,44.7,7.48,1952,69.55,78,1,4,Preventive,Intermediate,4,Poor,Aligned,25.5,57,High,None,56,65.1,49.92,415.5,257.71,3,2,0,No
MCH_00011484,Pump,ABB,2008,16,Expired,11,71,5.83,48.1,9.1,1701,38.17,73,1,6,Preventive,Senior,3,Good,Aligned,24.4,61,Low,None,99,54.9,66.19,403,,4,1,3,Yes
MCH_00011485,Pump,ABB,2011,13,Expired,24,100,1.07,44.9,10.87,1815,26.52,72,1,6,Corrective,Intermediate,0,Fair,Aligned,31.3,62,Medium,Moderate,71,71.4,52.34,456,171.54,1,1,0,No
MCH_00011486,Compressor,Siemens,2014,10,Expired,21,69,0.1,88.3,9.22,1615,91.44,79,33,7,Corrective,Expert,2,Good,Slightly Off,20.7,70,Medium,None,96,56.2,31.8,400.9,112.67,3,0,1,Yes
MCH_00011487,Motor,Mitsubishi,2020,4,Expired,21,86,1.62,58.9,10.75,1809,115.25,76,13,3,Preventive,Expert,0,Good,Slightly Off,34.8,77,Low,Moderate,58,27.5,35.12,477.8,218.95,4,0,0,No
MCH_00011488,Pump,Siemens,2012,12,Expired,20,64,0.13,71.6,8.96,2046,22.3,76,35,4,Preventive,Expert,3,Excellent,Slightly Off,21.6,47,Medium,None,96,51.2,83.36,468.1,193.21,3,1,1,Yes
MCH_00011489,Generator,Siemens,2013,11,Expired,17,63,1.4,55,7.11,1870,65.62,72,106,7,Corrective,Senior,5,Excellent,Misaligned,6.1,47,Low,None,70,58.5,32.6,437.8,216.21,4,0,0,Yes
MCH_00011490,Generator,Other,2021,3,Under Warranty,17,85,0.45,105,8.65,2034,13.34,71,45,1,Corrective,Junior,1,Good,Aligned,35.6,67,Low,None,68,62.2,42.33,453,167.98,5,1,2,Yes
MCH_00011491,Compressor,GE,2010,14,Expired,13,51,3.67,59.1,10.17,2212,8.56,59,8,4,Preventive,Intermediate,1,Good,Aligned,18.6,72,High,Minor,49,43.6,38.22,436.1,130.34,4,0,2,No
MCH_00011492,Compressor,Schneider,2017,7,Expired,23,92,1.66,46.8,3.24,1459,3.54,74,92,9,Preventive,Expert,5,Fair,Slightly Off,27.2,61,Low,Severe,67,64.5,73.65,447.2,227.76,5,0,0,No
MCH_00011493,Pump,ABB,2011,13,Expired,15,69,5.79,62.7,5.27,1473,46.15,81,8,5,Overhaul,Expert,2,Fair,Slightly Off,27.7,52,Medium,Minor,94,51,41.22,439,180.26,6,0,2,No
MCH_00011494,Motor,GE,2019,5,Expired,12,63,1.42,66.6,8.34,2319,218.29,72,1,3,Preventive,Junior,4,Good,Aligned,24.8,41,Low,Severe,75,43.3,47.96,411.2,210.9,1,2,0,No
MCH_00011495,Generator,Siemens,2005,19,Expired,15,82,6.7,69.6,7.37,1891,88.4,54,8,3,Preventive,Junior,1,Excellent,Aligned,17.4,69,Low,None,96,80.2,59.52,431.8,,3,1,1,No
MCH_00011496,Pump,Schneider,2012,12,Expired,16,83,0.02,52.7,6.53,2263,48.85,76,126,6,Preventive,Intermediate,2,Excellent,Slightly Off,30.8,43,Medium,None,81,46.1,50.1,464,186.26,6,0,0,No
MCH_00011497,Compressor,Mitsubishi,2021,3,Under Warranty,16,68,1.26,73.9,11.05,2393,70.13,82,33,2,Emergency,Intermediate,4,Excellent,Aligned,33,57,High,None,,50.6,82.63,422.7,175.28,1,0,2,No
MCH_00011498,Motor,Siemens,2020,4,Expired,16,100,1.18,83.9,7.08,1768,11.51,71,46,2,Corrective,Intermediate,1,Fair,Slightly Off,34.1,66,Medium,None,70,73.7,53.78,454.4,152.76,6,0,1,No
MCH_00011499,Compressor,Other,2010,14,Expired,15,77,0.87,32.1,4.64,1719,6.75,72,71,6,Corrective,Junior,4,Fair,Slightly Off,34.2,65,Low,Severe,64,49.5,32.96,481.1,187.84,4,0,2,Yes
MCH_00011500,Generator,GE,2021,3,Under Warranty,11,92,4.41,54.1,9.41,2013,71.05,83,30,2,Corrective,Senior,2,Good,Slightly Off,27.3,62,High,None,52,73.4,54.34,432,155.37,3,1,0,No
MCH_00011501,Conveyor,Mitsubishi,2019,5,Expired,15,83,3.35,69.3,9.82,1736,53.48,78,48,6,Corrective,Senior,1,Excellent,Aligned,17.9,63,Low,None,88,40.8,66.12,429.7,,4,0,0,No
MCH_00011502,Valve,GE,2014,10,Expired,12,71,2.09,47.3,9.58,1733,43.6,86,1,5,Preventive,Senior,3,Excellent,Aligned,29.6,57,Low,Minor,49,46.6,48.82,449,229.55,2,0,0,No
MCH_00011503,Compressor,Schneider,2021,3,Under Warranty,10,78,0.92,52.5,8.2,2775,9.68,73,40,5,Emergency,Senior,3,Good,Aligned,16.6,71,Medium,None,64,67.5,55.61,396.6,194.7,4,0,2,No
MCH_00011504,Motor,ABB,2022,2,Under Warranty,6,64,0.31,54.7,7.02,1314,0.15,76,14,5,Preventive,Senior,3,Fair,Slightly Off,19.9,52,High,None,91,20.8,41.1,435.9,195.25,3,2,0,No
MCH_00011505,Valve,Siemens,2009,15,Expired,12,59,1.36,76.7,9.13,1748,20.15,75,54,4,Overhaul,Junior,2,Good,Aligned,24.7,83,Low,Minor,,69,70.47,472.5,197,4,0,1,No
MCH_00011506,Pump,ABB,2020,4,Expired,17,67,0.61,73.7,5.12,2584,30.99,85,70,5,Corrective,Intermediate,2,Fair,Aligned,27.5,47,Low,None,45,62.6,50.14,423.5,226.73,12,0,0,No
MCH_00011507,Conveyor,GE,2023,1,Under Warranty,17,70,2.91,77.3,5.69,1056,9.82,76,24,0,Preventive,Intermediate,4,Good,Aligned,13.1,36,Medium,None,54,61.6,52.06,411.2,178.7,1,1,2,No
MCH_00011508,Pump,ABB,2011,13,Expired,13,63,2.77,56.4,6.7,1984,24.88,83,74,3,Corrective,Senior,1,Good,Aligned,21.7,58,High,Moderate,78,60.1,42.89,429.9,178,2,0,1,No
MCH_00011509,Conveyor,Mitsubishi,2016,8,Expired,23,73,0.04,62.8,8.07,2219,29.71,69,26,3,Preventive,Senior,0,Good,Misaligned,18.8,57,Low,Minor,88,50.9,49.86,429.4,283.8,1,2,2,No
MCH_00011510,Motor,Siemens,2017,7,Expired,23,85,0.08,74.3,7.65,1689,144.09,69,21,3,Corrective,Expert,2,Fair,Aligned,37.4,69,Medium,Minor,100,59.8,42.55,413,169.19,4,1,0,No
MCH_00011511,Generator,Siemens,2006,18,Expired,20,93,1.41,74.9,7.11,1993,2.03,76,36,2,Corrective,Intermediate,1,Excellent,Aligned,23.4,85,Low,None,67,60.2,58.52,470,196.18,7,1,3,No
MCH_00011512,Generator,GE,2011,13,Expired,16,71,1.4,33.8,6.37,2196,65.11,57,8,2,Preventive,Senior,3,Good,Aligned,24.7,50,High,None,54,57.6,54.41,398.5,159.76,3,0,3,No
MCH_00011513,Valve,Schneider,2020,4,Expired,16,64,3.37,73,11.12,2083,83.11,67,151,4,Preventive,Junior,2,Poor,Aligned,15.6,77,Medium,None,66,72.2,38.71,448.2,291.34,3,0,1,No
MCH_00011514,Generator,Mitsubishi,2006,18,Expired,12,68,0.63,75.2,6.06,1349,133.32,73,3,5,Preventive,Senior,0,Good,Aligned,15.4,63,High,Minor,86,54.1,24.49,437.2,213.31,5,0,0,No
MCH_00011515,Motor,Siemens,2009,15,Expired,11,63,4.55,61.2,6.89,2239,18.93,87,35,3,Preventive,Expert,3,Good,Slightly Off,16.2,60,Low,Minor,70,58.7,37.4,443,202.04,4,1,2,No
MCH_00011516,Conveyor,Mitsubishi,2018,6,Expired,15,98,4.46,86.9,7.51,2451,99.54,61,34,3,Preventive,Intermediate,1,Excellent,Slightly Off,35.3,52,High,None,97,51.1,57.54,447.8,178.22,8,1,3,No
MCH_00011517,Pump,ABB,2021,3,Under Warranty,23,59,3.52,74.9,7.27,1633,26.46,55,115,6,Preventive,Intermediate,0,Good,Aligned,37.9,65,High,Minor,74,42.7,48.21,433.8,186,5,0,1,Yes
MCH_00011518,Conveyor,ABB,2015,9,Expired,10,68,1.46,52.3,8.63,1538,0.09,84,18,4,Corrective,Intermediate,2,Good,Aligned,18,78,Medium,None,83,61.1,57.7,437.7,185.27,1,1,1,No
MCH_00011519,Generator,Other,2021,3,Under Warranty,14,74,0.17,41.3,7.54,1802,12.91,69,3,3,Corrective,Senior,4,Poor,Slightly Off,38.5,66,Low,Minor,69,55.2,28.36,420.7,188.81,3,0,0,No
MCH_00011520,Valve,Mitsubishi,2005,19,Expired,13,87,0.99,66.9,9.23,1667,111.45,83,95,5,Preventive,Intermediate,2,Fair,Aligned,22.8,94,Low,Minor,61,42.2,37.87,429.3,196.75,3,0,1,No
MCH_00011521,Compressor,GE,2012,12,Expired,14,74,0.01,48.6,9.15,2114,8.7,99,26,5,Emergency,Intermediate,3,Excellent,Aligned,24.9,80,Medium,None,65,39.9,25.45,454.4,241.23,1,1,0,Yes
MCH_00011522,Pump,Schneider,2015,9,Expired,12,100,0.02,48.1,10.78,1691,42.62,93,1,3,Preventive,Junior,1,Excellent,Aligned,22.5,67,Low,None,94,74,62.46,453,194.32,1,1,1,No
MCH_00011523,Motor,GE,2006,18,Expired,17,80,,67,7.7,2144,0.52,85,14,7,Preventive,Expert,2,Good,Aligned,20.1,58,Medium,Minor,,49.1,46.34,456.6,213.33,5,0,1,No
MCH_00011524,Valve,ABB,2005,19,Expired,14,100,6.47,83.5,4.97,1963,198.97,69,15,5,Corrective,Senior,1,Fair,Aligned,21.1,60,High,None,53,70.2,40.6,433.5,252.38,3,0,1,No
MCH_00011525,Compressor,Siemens,2020,4,Expired,20,44,0.15,63.6,9.3,2009,4.11,77,148,6,Preventive,Expert,0,Good,Aligned,27.1,48,Medium,Minor,76,51.1,62.38,478.3,209.68,2,1,0,Yes
MCH_00011526,Pump,GE,2016,8,Expired,15,94,0.95,88.2,10.34,1565,29.79,77,77,4,Preventive,Intermediate,2,Good,Aligned,26.8,55,Medium,Moderate,96,52.1,37.81,463.1,213.43,4,2,0,No
MCH_00011527,Pump,Mitsubishi,2020,4,Expired,15,60,0.45,65.6,8.61,2036,65.43,75,18,6,Preventive,Expert,2,Good,Aligned,32.3,69,Low,None,78,43.9,42.34,437.2,311.67,1,1,1,No
MCH_00011528,Pump,GE,2009,15,Expired,14,86,6.04,80.8,7.61,1389,102.95,81,22,4,Corrective,Intermediate,1,Excellent,Slightly Off,16,89,Low,Minor,75,65.8,50.84,446.1,211.04,4,0,1,No
MCH_00011529,Compressor,ABB,2022,2,Under Warranty,13,100,2.46,70.6,5.64,1633,61.42,60,5,2,Preventive,Intermediate,2,Good,Aligned,12.8,58,Low,Moderate,,51.2,46.47,458.2,238.7,3,0,1,No
MCH_00011530,Motor,Other,2017,7,Expired,18,91,2.42,44,11.15,1880,43.07,89,4,3,Corrective,Junior,2,Good,Aligned,26.4,57,Medium,None,72,60.8,48.53,476.3,173.25,1,0,1,No
MCH_00011531,Generator,Schneider,2020,4,Expired,21,75,2.87,69.7,7.63,2910,3.36,90,91,6,Preventive,Senior,2,Poor,Aligned,32.3,70,Medium,Minor,68,29.4,44.33,440.3,299.38,2,1,1,No
MCH_00011532,Pump,Siemens,2009,15,Expired,15,77,2.69,62.3,6.08,1971,23.43,76,74,5,Preventive,Intermediate,0,Fair,Aligned,12.2,86,Medium,None,86,56.8,52.7,431,217.45,1,1,1,No
MCH_00011533,Compressor,Siemens,2019,5,Expired,16,66,2.43,71,8.51,2085,81.88,64,45,2,Preventive,Senior,3,Fair,Aligned,32.6,79,Medium,Minor,,56.2,77.7,399,256.47,2,0,1,No
MCH_00011534,Conveyor,Siemens,2008,16,Expired,12,60,0.77,55.2,7.26,510,110.74,74,1,6,Preventive,Intermediate,2,Excellent,Aligned,17.8,59,Low,None,56,48.3,25.53,442.7,,6,3,0,Yes
MCH_00011535,Motor,GE,2021,3,Under Warranty,19,81,0.41,43.4,6.97,1940,8.35,63,39,4,Corrective,Intermediate,2,Good,Aligned,27.7,53,Medium,Minor,99,38.6,22.8,440.8,164.31,1,1,0,No
MCH_00011536,Compressor,Other,2017,7,Expired,15,47,0.55,65.8,6.57,2314,95.46,56,24,3,Preventive,Junior,1,Good,Aligned,28.5,49,High,Moderate,62,39.7,32.08,446,207.08,2,0,1,No
MCH_00011537,Pump,Other,2017,7,Expired,20,82,3.58,29.3,6.11,1715,93.13,82,1,1,Corrective,Junior,2,Fair,Aligned,22.8,57,Low,None,87,41,78.29,460.7,217.63,8,1,2,No
MCH_00011538,Pump,Siemens,2013,11,Expired,24,76,12.35,88.5,7.99,1846,31.2,94,3,7,Preventive,Junior,6,Fair,Aligned,19.3,61,Low,Moderate,74,42.2,40.93,431.9,200.36,7,0,1,Yes
MCH_00011539,Motor,Siemens,2017,7,Expired,20,83,4.39,55,6.23,1822,65.26,73,26,2,Overhaul,Expert,0,Excellent,Slightly Off,36.1,79,Low,None,55,68.3,30.35,447.3,203.28,2,2,0,No
MCH_00011540,Pump,Mitsubishi,2022,2,Under Warranty,11,84,3.79,72.4,9.5,2054,28.41,79,49,3,Corrective,Intermediate,5,Poor,Slightly Off,27.6,54,Medium,None,72,53.6,53.52,460.2,223.75,2,1,2,No
MCH_00011541,Pump,Schneider,2010,14,Expired,18,70,0.68,82.4,6.11,1797,0.02,82,81,1,Corrective,Intermediate,2,Poor,Slightly Off,21.9,72,Medium,None,100,53.7,41.74,420.5,119.7,3,0,0,No
MCH_00011542,Pump,GE,2011,13,Expired,11,70,4.82,65.4,8.61,2389,39.82,77,16,6,Emergency,Junior,3,Poor,Aligned,29.6,46,Low,None,66,36.1,39.91,425.4,289.88,2,0,2,Yes
MCH_00011543,Motor,ABB,2010,14,Expired,14,62,1.75,88,7.54,1445,35.79,78,1,7,Preventive,Expert,3,Good,Aligned,48.3,57,Low,Moderate,98,43,53.94,470.5,207.78,3,1,2,No
MCH_00011544,Conveyor,Other,2013,11,Expired,18,87,,52.4,5.86,1400,2.43,94,16,3,Preventive,Intermediate,3,Fair,Aligned,35.8,59,Medium,None,78,53.9,31.19,403.3,213.18,4,1,1,No
MCH_00011545,Pump,Siemens,2023,1,Under Warranty,13,65,1.45,77.5,7.79,2008,94.98,87,120,3,Emergency,Intermediate,0,Good,Aligned,11.4,64,High,Minor,58,70,80.55,439.1,194.22,5,2,0,No
MCH_00011546,Motor,Siemens,2013,11,Expired,19,51,0.76,75.7,10.06,1724,0.75,69,36,4,Preventive,Junior,1,Fair,Aligned,17.9,90,Low,Severe,98,51.9,54.19,434.9,224.36,5,1,0,No
MCH_00011547,Motor,GE,2021,3,Under Warranty,13,68,0.84,61.3,6.55,1371,0.41,86,59,6,Corrective,Senior,2,Excellent,Aligned,16.4,83,High,None,56,31.3,45.21,466.6,129,1,0,1,No
MCH_00011548,Motor,ABB,2017,7,Expired,10,62,,67.7,7.36,1692,146.96,69,10,6,Preventive,Senior,2,Excellent,Aligned,24.7,62,Medium,Minor,66,52.9,58.25,447,207.28,9,0,0,No
MCH_00011549,Motor,Other,2017,7,Expired,13,58,1.29,66.9,11.7,2300,234.52,69,60,1,Corrective,Intermediate,4,Good,Aligned,21.5,56,Medium,Minor,63,62.9,52.95,387.7,169.65,2,0,0,No
MCH_00011550,Motor,Schneider,2012,12,Expired,12,68,2.16,58.5,5.46,1655,54.58,83,34,1,Emergency,Intermediate,4,Excellent,Misaligned,22.5,51,Medium,Moderate,73,57.1,38.9,430.8,209.78,4,0,1,No
MCH_00011551,Pump,Mitsubishi,2023,1,Under Warranty,13,86,3.36,74.9,8.76,1306,95.46,58,50,6,Preventive,Senior,1,Good,Aligned,31.2,69,Low,Minor,99,49.3,47.13,438,182.86,2,0,2,No
MCH_00011552,Pump,Mitsubishi,2008,16,Expired,17,89,3.73,60.6,5.18,1506,103.19,61,14,11,Preventive,Expert,1,Fair,Slightly Off,29.5,66,Low,Minor,87,53,70.45,404.7,347.29,3,1,1,Yes
MCH_00011553,Motor,ABB,2021,3,Under Warranty,18,51,2.88,64.2,8.95,1853,141.94,67,9,3,Corrective,Intermediate,1,Excellent,Misaligned,24,33,High,Minor,69,44.2,53.37,457.4,148.53,5,1,2,No
MCH_00011554,Pump,Schneider,2008,16,Expired,15,93,0.85,68.8,6.54,1869,97.26,76,1,3,Corrective,Intermediate,3,Good,Misaligned,17.7,68,Low,Moderate,80,56.6,36.98,449.2,186.36,2,0,1,No
MCH_00011555,Conveyor,ABB,2019,5,Expired,14,81,0.91,85.6,6.92,1528,83.44,74,27,6,Preventive,Expert,3,Excellent,Aligned,23.1,65,Medium,Moderate,49,67.6,74.93,414.7,205.75,2,0,0,No
MCH_00011556,Motor,Schneider,2005,19,Expired,21,52,0.24,55.3,7.47,1950,72.47,67,60,3,Corrective,Senior,0,Good,Slightly Off,28.9,58,Low,None,61,66.8,31.84,451.9,199.98,3,1,1,No
MCH_00011557,Pump,Mitsubishi,2018,6,Expired,18,76,7.21,62.9,10.45,1740,21.19,74,22,2,Corrective,Junior,1,Excellent,Slightly Off,32.6,70,Low,Moderate,76,47.6,52.81,457.4,242.45,3,0,3,No
MCH_00011558,Generator,Siemens,2010,14,Expired,16,86,1.63,63.9,9.19,1793,51.77,87,61,9,Corrective,Senior,3,Fair,Aligned,19.2,56,Low,None,85,58.5,32.42,438.3,270.95,1,0,0,No
MCH_00011559,Motor,Other,2023,1,Under Warranty,8,79,1.32,28.9,10.57,2900,153.02,75,21,3,Preventive,Junior,3,Poor,Slightly Off,14.8,64,Medium,None,79,45.5,49.3,416,252.64,3,0,0,No
MCH_00011560,Motor,GE,2009,15,Expired,14,47,1.6,49.6,12.07,1346,12.08,69,29,0,Preventive,Expert,3,Good,Misaligned,23.2,36,Low,None,90,31.3,39.32,431,272.34,2,1,0,Yes
MCH_00011561,Pump,Schneider,2015,9,Expired,9,77,2.19,66.3,10.63,1678,18.06,71,8,5,Preventive,Senior,0,Excellent,Slightly Off,25.4,51,High,None,84,46.8,81.91,446.2,180.07,5,0,0,No
MCH_00011562,Motor,Schneider,2009,15,Expired,15,75,,72.9,5.15,1829,24.46,75,81,3,Overhaul,Intermediate,1,Excellent,Aligned,19.6,53,Low,Minor,64,71.4,63.8,461.5,165.73,6,0,0,No
MCH_00011563,Pump,Siemens,2021,3,Under Warranty,10,87,1.72,69.7,5.21,909,23.71,77,4,1,Corrective,Junior,3,Good,Aligned,22.8,48,Low,None,46,62,54.89,399,206.77,6,2,0,No
MCH_00011564,Compressor,Schneider,2020,4,Expired,15,100,1.43,51.3,12.56,1508,13.72,78,10,2,Preventive,Intermediate,2,Poor,Aligned,27.9,61,Medium,None,75,73.9,15.84,450.9,164.62,2,1,0,No
MCH_00011565,Valve,Mitsubishi,2019,5,Expired,18,58,1.76,91.5,8.54,2565,91.81,84,35,4,Overhaul,Junior,2,Poor,Aligned,38.4,76,Medium,None,61,59.5,54.87,475.8,150.73,1,1,1,Yes
MCH_00011566,Conveyor,GE,2005,19,Expired,15,72,3.49,48.2,10.25,1611,33.34,84,2,3,Overhaul,Senior,2,Good,Aligned,24.7,33,Low,Moderate,75,52.3,66.25,472.9,173.78,3,0,1,Yes
MCH_00011567,Motor,Other,2011,13,Expired,22,65,5.43,68.4,7.07,1054,33.91,68,130,2,Overhaul,Senior,1,Poor,Aligned,14.3,50,Low,None,50,48.8,67.2,454.4,,1,0,2,Yes
MCH_00011568,Motor,Mitsubishi,2021,3,Under Warranty,11,86,2.49,79.4,11.62,1540,94.85,66,55,6,Overhaul,Senior,3,Fair,Aligned,31.7,28,Medium,Minor,67,45.1,45.38,457.2,211.33,1,0,2,No
MCH_00011569,Compressor,ABB,2016,8,Expired,9,60,2.37,72.2,8.67,1043,111.07,77,1,2,Preventive,Intermediate,4,Good,Aligned,15.5,86,Medium,None,83,67.8,49.02,408.2,161.17,3,0,0,No
MCH_00011570,Conveyor,Other,2022,2,Under Warranty,13,75,0.29,58.3,8.59,2175,0.71,69,20,7,Corrective,Junior,3,Excellent,Aligned,19.5,78,Medium,Minor,80,46.8,52.72,435.7,174.15,3,0,1,No
MCH_00011571,Valve,Siemens,2011,13,Expired,15,66,0.31,55.1,7.36,1578,2.31,72,70,3,Emergency,Junior,3,Poor,Slightly Off,17.4,62,High,Severe,54,51.5,58.31,463.8,177.97,2,3,0,Yes
MCH_00011572,Conveyor,Schneider,2022,2,Under Warranty,17,72,1.77,70.8,8,1204,10.66,77,24,5,Overhaul,Intermediate,3,Excellent,Aligned,11.1,63,Medium,None,89,76.3,45.76,423.6,175.64,5,2,1,No
MCH_00011573,Pump,GE,2009,15,Expired,15,95,0.45,60.7,8.18,584,67.76,73,9,3,Preventive,Expert,2,Good,Slightly Off,29.4,69,High,None,73,63.1,57.94,408.8,214.85,3,1,1,No
MCH_00011574,Generator,Other,2020,4,Expired,19,100,3.61,76.4,6.33,2229,7.42,74,7,4,Corrective,Intermediate,1,Good,Aligned,35.1,74,Low,None,62,66.6,38.86,464.1,212.06,5,0,0,No
MCH_00011575,Motor,Mitsubishi,2012,12,Expired,15,77,2.56,64.9,5.74,2261,10.49,65,24,2,Emergency,Intermediate,1,Fair,Aligned,30.3,47,Low,Severe,84,59.4,40,444.9,264.62,2,0,1,No
MCH_00011576,Pump,ABB,2016,8,Expired,11,58,1.44,61.3,8.83,1936,69.22,71,62,4,Preventive,Senior,4,Excellent,Aligned,43.2,53,Medium,None,78,64.5,37.05,458.1,176.03,4,0,1,No
MCH_00011577,Compressor,Mitsubishi,2012,12,Expired,12,56,0.67,78.1,7.55,1374,31.02,85,14,6,Preventive,Junior,2,Good,Slightly Off,16.2,49,Low,Minor,99,54.2,57.29,412.3,170.74,6,1,0,Yes
MCH_00011578,Pump,Siemens,2013,11,Expired,13,62,2.47,91.7,5.93,1278,83.36,81,15,4,Emergency,Expert,3,Excellent,Aligned,22.9,57,Medium,None,100,51.3,37.12,475.5,299.34,4,0,1,No
MCH_00011579,Valve,Siemens,2006,18,Expired,12,62,1.42,57.4,6.1,1677,44.77,83,11,3,Preventive,Senior,1,Good,Aligned,31.8,50,Medium,Minor,76,45.2,55.66,459.6,159,1,0,3,Yes
MCH_00011580,Pump,Mitsubishi,2021,3,Under Warranty,13,65,10.18,58.7,11.78,1861,177.85,62,58,4,Emergency,Junior,3,Excellent,Aligned,29.9,72,High,None,97,41.2,76.32,463.8,188.37,2,1,1,No
MCH_00011581,Compressor,ABB,2021,3,Under Warranty,14,88,1.39,16.8,5.45,2281,26.37,67,9,7,Preventive,Intermediate,2,Excellent,Aligned,18.4,88,Low,Minor,75,38.9,45.06,443.8,147.57,6,0,1,No
MCH_00011582,Valve,Mitsubishi,2015,9,Expired,23,88,0.22,63.8,6,1038,301.79,60,94,2,Overhaul,Expert,2,Poor,Aligned,19.6,74,Low,Minor,82,52.2,62.56,447.7,112.45,4,0,2,No
MCH_00011583,Generator,Siemens,2010,14,Expired,17,75,4.25,63.3,5.88,1362,82.67,79,51,2,Overhaul,Junior,3,Excellent,Misaligned,16.6,42,Low,Moderate,80,61.4,59.34,425,,4,0,0,No
MCH_00011584,Compressor,Siemens,2016,8,Expired,16,95,0.64,76.3,4.02,2556,32.33,86,42,7,Corrective,Intermediate,1,Good,Aligned,31.3,45,High,None,68,58.9,24.18,409.5,192.5,3,0,2,No
MCH_00011585,Valve,Siemens,2016,8,Expired,19,67,1.33,50,8.23,3076,42.9,74,152,5,Preventive,Intermediate,1,Fair,Aligned,31.4,55,Medium,Moderate,100,68,71.41,428,200.91,3,1,0,No
MCH_00011586,Conveyor,Siemens,2005,19,Expired,17,49,0.11,64.3,8.72,2221,3.45,83,6,2,Preventive,Intermediate,2,Good,Slightly Off,26.7,86,Medium,Minor,62,70.3,57.87,430.9,188.56,5,1,0,No
MCH_00011587,Pump,Other,2019,5,Expired,18,84,1.69,58.7,13.46,1677,9.36,77,86,7,Overhaul,Expert,0,Fair,Slightly Off,22.2,67,High,Minor,56,39.7,43.17,420.5,199.11,4,2,0,No
MCH_00011588,Motor,ABB,2010,14,Expired,15,74,0.53,72.7,7.04,1880,29.57,82,53,5,Preventive,Senior,2,Fair,Aligned,29.6,35,High,Minor,64,53.9,55.72,465.3,,5,1,0,Yes
MCH_00011589,Conveyor,Siemens,2018,6,Expired,10,99,0.32,60.9,8.35,1802,121.48,85,2,1,Overhaul,Intermediate,6,Good,Aligned,22,77,High,None,86,65.3,43.74,438.6,262.85,1,0,3,Yes
MCH_00011590,Valve,ABB,2009,15,Expired,10,49,1.73,58.1,8.41,1744,4.95,73,1,2,Corrective,Expert,0,Fair,Aligned,32.5,66,Medium,None,85,50.4,55.97,429.7,206.19,3,2,1,No
MCH_00011591,Motor,Mitsubishi,2007,17,Expired,14,62,1.39,62.2,8.54,2586,16.95,86,90,5,Overhaul,Intermediate,1,Good,Aligned,35,57,Low,None,74,65.9,34.73,453.4,149.43,1,0,0,No
MCH_00011592,Valve,Schneider,2008,16,Expired,20,78,2.09,77.4,6.2,2127,50.66,87,17,1,Preventive,Senior,3,Good,Aligned,42.6,83,Low,Minor,67,50.2,87.65,410.7,270.51,6,0,1,No
MCH_00011593,Valve,Schneider,2005,19,Expired,13,100,1.83,56.1,7.38,1453,53.8,82,6,3,Overhaul,Junior,1,Poor,Misaligned,26.1,69,Low,Moderate,53,49,76.05,424.2,246.85,4,0,1,No
MCH_00011594,Pump,Schneider,2011,13,Expired,8,72,0.06,42.4,9.69,2140,10.33,64,8,3,Preventive,Intermediate,1,Fair,Aligned,20.8,58,Low,Minor,66,46,52.3,444.6,299.04,3,0,2,No
MCH_00011595,Valve,Siemens,2021,3,Under Warranty,18,100,2.16,54.9,6.89,1789,15.11,69,101,1,Preventive,Senior,1,Fair,Slightly Off,12.4,61,Low,None,75,69,39.12,416.9,216.38,3,0,2,No
MCH_00011596,Motor,ABB,2005,19,Expired,20,87,0.28,77.6,7.47,2018,36.22,90,13,4,Preventive,Expert,1,Fair,Aligned,19,74,Medium,None,77,64.7,51.46,428.5,156.45,5,0,0,No
